task,seed,method,stage10_method_alias,train_row_count,validation_row_count,test_row_count,selected_position_scale,selected_cue_scale,selected_distance_scale,validation_selection_metrics,train_loss,train_perplexity,train_top1_accuracy,train_mrr,train_mean_target_probability,train_mean_top1_confidence,train_expected_calibration_error,validation_loss,validation_perplexity,validation_top1_accuracy,validation_mrr,validation_mean_target_probability,validation_mean_top1_confidence,validation_expected_calibration_error,test_loss,test_perplexity,test_top1_accuracy,test_mrr,test_mean_target_probability,test_mean_top1_confidence,test_expected_calibration_error
phase_cued_retrieval,313,phasewrap_adapter,phasewrap_adapter,4,2,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.458807, 'perplexity': 1.582186, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.632092, 'mean_top1_confidence': 0.632092, 'expected_calibration_error': 0.367908}",0.280745,1.324116,1.0,1.0,0.758663,0.758663,0.241337,0.458807,1.582186,1.0,1.0,0.632092,0.632092,0.367908,1.009757,2.744933,0.75,0.875,0.396238,0.468349,0.281651
phase_cued_retrieval,317,no_position,no_position,4,2,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.699815, 'perplexity': 2.013381, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.497699, 'mean_top1_confidence': 0.497699, 'expected_calibration_error': 0.502301}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,0.699815,2.013381,1.0,1.0,0.497699,0.497699,0.502301,0.797054,2.218995,1.0,1.0,0.500811,0.500811,0.499189
phase_cued_retrieval,317,sinusoidal,sinusoidal,4,2,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.699815, 'perplexity': 2.013381, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.497699, 'mean_top1_confidence': 0.497699, 'expected_calibration_error': 0.502301}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,0.699815,2.013381,1.0,1.0,0.497699,0.497699,0.502301,0.797054,2.218995,1.0,1.0,0.500811,0.500811,0.499189
phase_cued_retrieval,317,alibi,alibi,4,2,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.699815, 'perplexity': 2.013381, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.497699, 'mean_top1_confidence': 0.497699, 'expected_calibration_error': 0.502301}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,0.699815,2.013381,1.0,1.0,0.497699,0.497699,0.502301,0.797054,2.218995,1.0,1.0,0.500811,0.500811,0.499189
phase_cued_retrieval,317,rope_relative,rope,4,2,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.699815, 'perplexity': 2.013381, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.497699, 'mean_top1_confidence': 0.497699, 'expected_calibration_error': 0.502301}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,0.699815,2.013381,1.0,1.0,0.497699,0.497699,0.502301,0.797054,2.218995,1.0,1.0,0.500811,0.500811,0.499189
phase_cued_retrieval,317,phasewrap_bias,phasewrap_bias,4,2,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.699815, 'perplexity': 2.013381, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.497699, 'mean_top1_confidence': 0.497699, 'expected_calibration_error': 0.502301}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,0.699815,2.013381,1.0,1.0,0.497699,0.497699,0.502301,0.797054,2.218995,1.0,1.0,0.500811,0.500811,0.499189
phase_cued_retrieval,317,phasewrap_adapter,phasewrap_adapter,4,2,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.699815, 'perplexity': 2.013381, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.497699, 'mean_top1_confidence': 0.497699, 'expected_calibration_error': 0.502301}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,0.699815,2.013381,1.0,1.0,0.497699,0.497699,0.502301,0.797054,2.218995,1.0,1.0,0.500811,0.500811,0.499189
phase_cued_retrieval,331,no_position,no_position,4,2,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.683054, 'perplexity': 1.979915, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.505639, 'mean_top1_confidence': 0.505639, 'expected_calibration_error': 0.494361}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,0.683054,1.979915,1.0,1.0,0.505639,0.505639,0.494361,0.719007,2.052395,1.0,1.0,0.525684,0.525684,0.474316
phase_cued_retrieval,331,sinusoidal,sinusoidal,4,2,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.683054, 'perplexity': 1.979915, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.505639, 'mean_top1_confidence': 0.505639, 'expected_calibration_error': 0.494361}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,0.683054,1.979915,1.0,1.0,0.505639,0.505639,0.494361,0.719007,2.052395,1.0,1.0,0.525684,0.525684,0.474316
phase_cued_retrieval,331,alibi,alibi,4,2,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.683054, 'perplexity': 1.979915, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.505639, 'mean_top1_confidence': 0.505639, 'expected_calibration_error': 0.494361}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,0.683054,1.979915,1.0,1.0,0.505639,0.505639,0.494361,0.719007,2.052395,1.0,1.0,0.525684,0.525684,0.474316
phase_cued_retrieval,331,rope_relative,rope,4,2,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.683054, 'perplexity': 1.979915, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.505639, 'mean_top1_confidence': 0.505639, 'expected_calibration_error': 0.494361}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,0.683054,1.979915,1.0,1.0,0.505639,0.505639,0.494361,0.719007,2.052395,1.0,1.0,0.525684,0.525684,0.474316
phase_cued_retrieval,331,phasewrap_bias,phasewrap_bias,4,2,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.683054, 'perplexity': 1.979915, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.505639, 'mean_top1_confidence': 0.505639, 'expected_calibration_error': 0.494361}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,0.683054,1.979915,1.0,1.0,0.505639,0.505639,0.494361,0.719007,2.052395,1.0,1.0,0.525684,0.525684,0.474316
phase_cued_retrieval,331,phasewrap_adapter,phasewrap_adapter,4,2,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.683054, 'perplexity': 1.979915, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.505639, 'mean_top1_confidence': 0.505639, 'expected_calibration_error': 0.494361}",0.063514,1.065574,1.0,1.0,0.941564,0.941564,0.058436,0.683054,1.979915,1.0,1.0,0.505639,0.505639,0.494361,0.719007,2.052395,1.0,1.0,0.525684,0.525684,0.474316
exact_offset_passkey,307,no_position,no_position,4,2,4,0.0,12.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",2e-06,1.000002,1.0,1.0,0.999998,0.999998,2e-06,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8e-06,1.000008,1.0,1.0,0.999992,0.999992,8e-06
exact_offset_passkey,307,sinusoidal,sinusoidal,4,2,4,0.0,12.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",2e-06,1.000002,1.0,1.0,0.999998,0.999998,2e-06,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8e-06,1.000008,1.0,1.0,0.999992,0.999992,8e-06
exact_offset_passkey,307,alibi,alibi,4,2,4,0.0,12.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",2e-06,1.000002,1.0,1.0,0.999998,0.999998,2e-06,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8e-06,1.000008,1.0,1.0,0.999992,0.999992,8e-06
exact_offset_passkey,307,rope_relative,rope,4,2,4,0.0,12.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",2e-06,1.000002,1.0,1.0,0.999998,0.999998,2e-06,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8e-06,1.000008,1.0,1.0,0.999992,0.999992,8e-06
exact_offset_passkey,307,phasewrap_bias,phasewrap_bias,4,2,4,0.0,12.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",2e-06,1.000002,1.0,1.0,0.999998,0.999998,2e-06,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8e-06,1.000008,1.0,1.0,0.999992,0.999992,8e-06
exact_offset_passkey,307,phasewrap_adapter,phasewrap_adapter,4,2,4,0.0,12.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",2e-06,1.000002,1.0,1.0,0.999998,0.999998,2e-06,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8e-06,1.000008,1.0,1.0,0.999992,0.999992,8e-06
exact_offset_passkey,311,no_position,no_position,4,2,4,0.0,16.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
exact_offset_passkey,311,sinusoidal,sinusoidal,4,2,4,0.0,16.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
exact_offset_passkey,311,alibi,alibi,4,2,4,0.0,16.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
exact_offset_passkey,311,rope_relative,rope,4,2,4,0.0,16.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
exact_offset_passkey,311,phasewrap_bias,phasewrap_bias,4,2,4,0.0,16.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
exact_offset_passkey,311,phasewrap_adapter,phasewrap_adapter,4,2,4,0.0,16.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
exact_offset_passkey,313,no_position,no_position,4,2,4,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.000124,1.000124,1.0,1.0,0.999876,0.999876,0.000124
exact_offset_passkey,313,sinusoidal,sinusoidal,4,2,4,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.000124,1.000124,1.0,1.0,0.999876,0.999876,0.000124
exact_offset_passkey,313,alibi,alibi,4,2,4,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.000124,1.000124,1.0,1.0,0.999876,0.999876,0.000124
exact_offset_passkey,313,rope_relative,rope,4,2,4,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.000124,1.000124,1.0,1.0,0.999876,0.999876,0.000124
exact_offset_passkey,313,phasewrap_bias,phasewrap_bias,4,2,4,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.000124,1.000124,1.0,1.0,0.999876,0.999876,0.000124
exact_offset_passkey,313,phasewrap_adapter,phasewrap_adapter,4,2,4,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.000124,1.000124,1.0,1.0,0.999876,0.999876,0.000124
exact_offset_passkey,317,no_position,no_position,4,2,4,0.0,16.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
exact_offset_passkey,317,sinusoidal,sinusoidal,4,2,4,0.0,16.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
exact_offset_passkey,317,alibi,alibi,4,2,4,0.0,16.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
exact_offset_passkey,317,rope_relative,rope,4,2,4,0.0,16.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
exact_offset_passkey,317,phasewrap_bias,phasewrap_bias,4,2,4,0.0,16.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
exact_offset_passkey,317,phasewrap_adapter,phasewrap_adapter,4,2,4,0.0,16.0,0.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
