task,seed,method,stage10_method_alias,train_row_count,validation_row_count,test_row_count,support_class_count,support_head_test_accuracy,selected_position_scale,selected_cue_scale,selected_distance_scale,train_loss,train_perplexity,train_top1_accuracy,train_mrr,train_mean_target_probability,train_mean_top1_confidence,train_expected_calibration_error,validation_loss,validation_perplexity,validation_top1_accuracy,validation_mrr,validation_mean_target_probability,validation_mean_top1_confidence,validation_expected_calibration_error,test_loss,test_perplexity,test_top1_accuracy,test_mrr,test_mean_target_probability,test_mean_top1_confidence,test_expected_calibration_error
phase_cued_retrieval,307,phasewrap_bias,phasewrap_bias,4,2,4,3,0.0,-3.070656,4.82464,0.123858,0.001608,1.001609,1.0,1.0,0.998394,0.998394,0.001606,4.650289,104.61526,0.0,0.275,0.00959,0.764567,0.764567,5.430105,228.173256,0.0,0.042528,0.009679,0.471567,0.471567
exact_offset_passkey,307,phasewrap_bias,phasewrap_bias,4,2,4,3,1.0,-3.070656,4.82464,0.123858,3.410916,30.292984,0.0,0.070741,0.034487,0.152847,0.152847,4.064786,58.252441,0.0,0.050505,0.017167,0.186794,0.186794,4.403776,81.758971,0.0,0.079312,0.015436,0.338683,0.338683
tiny_text_fact_qa,307,phasewrap_bias,phasewrap_bias,4,2,4,3,1.0,-3.070656,4.82464,0.123858,0.169081,1.184216,1.0,1.0,0.844988,0.844988,0.155012,0.272318,1.313004,1.0,1.0,0.761612,0.761612,0.238388,0.323684,1.38221,1.0,1.0,0.723966,0.723966,0.276034
phase_cued_retrieval,307,phasewrap_adapter,phasewrap_adapter,4,2,4,3,0.0,-2.436263,4.640269,0.204378,0.002618,1.002622,1.0,1.0,0.997385,0.997385,0.002615,4.295584,73.375083,0.0,0.275,0.013812,0.714338,0.714338,4.809908,122.720349,0.0,0.072627,0.014168,0.416088,0.416088
exact_offset_passkey,307,phasewrap_adapter,phasewrap_adapter,4,2,4,3,1.0,-2.436263,4.640269,0.204378,3.619573,37.32161,0.0,0.065508,0.028177,0.140114,0.140114,4.181389,65.456679,0.0,0.049043,0.015283,0.181346,0.181346,4.541311,93.813692,0.0,0.077863,0.013259,0.343305,0.343305
tiny_text_fact_qa,307,phasewrap_adapter,phasewrap_adapter,4,2,4,3,1.0,-2.436263,4.640269,0.204378,0.222821,1.249597,1.0,1.0,0.801067,0.801067,0.198933,0.336173,1.399581,1.0,1.0,0.7145,0.7145,0.2855,0.413677,1.512368,1.0,1.0,0.661816,0.661816,0.338184
phase_cued_retrieval,311,no_position,no_position,4,2,4,3,0.0,0.0,3.271124,0.328079,0.812367,2.253236,0.75,0.875,0.722994,0.939061,0.189061,3.616002,37.188576,0.0,0.277778,0.029793,0.521699,0.521699,4.175945,65.101317,0.0,0.071254,0.016708,0.122981,0.122981
exact_offset_passkey,311,no_position,no_position,4,2,4,3,1.0,0.0,3.271124,0.328079,3.815196,45.385641,0.0,0.087047,0.024139,0.18727,0.18727,3.065671,21.44885,0.0,0.183333,0.046623,0.154557,0.154557,3.422329,30.640704,0.0,0.156061,0.05056,0.128584,0.128584
tiny_text_fact_qa,311,no_position,no_position,4,2,4,3,1.0,0.0,3.271124,0.328079,0.698853,2.011444,1.0,1.0,0.498644,0.498644,0.501356,0.864972,2.37494,1.0,1.0,0.422162,0.422162,0.577838,1.050474,2.859005,1.0,1.0,0.351304,0.351304,0.648696
phase_cued_retrieval,311,sinusoidal,sinusoidal,4,2,4,3,0.0,6.771008,1.100669,4.087464,0.84001,2.316389,0.75,0.875,0.704536,0.916718,0.227406,4.593002,98.79058,0.0,0.196429,0.011919,0.639939,0.639939,5.153024,172.953641,0.0,0.118182,0.01736,0.720524,0.720524
exact_offset_passkey,311,sinusoidal,sinusoidal,4,2,4,3,1.0,6.771008,1.100669,4.087464,0.453964,1.574542,1.0,1.0,0.643466,0.643466,0.356534,0.821681,2.274321,0.5,0.75,0.51843,0.687048,0.393954,0.314468,1.369531,1.0,1.0,0.731239,0.731239,0.268761
tiny_text_fact_qa,311,sinusoidal,sinusoidal,4,2,4,3,1.0,6.771008,1.100669,4.087464,0.109287,1.115482,1.0,1.0,0.897212,0.897212,0.102788,0.129607,1.138381,1.0,1.0,0.879301,0.879301,0.120699,0.113311,1.119981,1.0,1.0,0.89294,0.89294,0.10706
phase_cued_retrieval,311,alibi,alibi,4,2,4,3,0.0,0.335932,3.271141,0.664068,0.812363,2.253227,0.75,0.875,0.722995,0.939062,0.189062,3.615992,37.188207,0.0,0.277778,0.029793,0.5217,0.5217,4.175814,65.092829,0.0,0.071254,0.01671,0.122859,0.122859
exact_offset_passkey,311,alibi,alibi,4,2,4,3,1.0,0.335932,3.271141,0.664068,3.815208,45.386202,0.0,0.087047,0.024138,0.187271,0.187271,3.06552,21.445618,0.0,0.183333,0.04663,0.15438,0.15438,3.422411,30.643214,0.0,0.156061,0.050551,0.128378,0.128378
tiny_text_fact_qa,311,alibi,alibi,4,2,4,3,1.0,0.335932,3.271141,0.664068,0.698847,2.011433,1.0,1.0,0.498647,0.498647,0.501353,0.864961,2.374915,1.0,1.0,0.422167,0.422167,0.577833,1.050453,2.858947,1.0,1.0,0.351311,0.351311,0.648689
phase_cued_retrieval,311,rope_relative,rope,4,2,4,3,0.0,11.207666,1.966768,3.118135,1.020222,2.773811,0.75,0.875,0.708351,0.931258,0.181258,4.198186,66.56545,0.0,0.288462,0.015247,0.553056,0.553056,4.785142,119.718308,0.0,0.063214,0.014955,0.209399,0.209399
exact_offset_passkey,311,rope_relative,rope,4,2,4,3,1.0,11.207666,1.966768,3.118135,1.610055,5.003084,0.75,0.8125,0.206979,0.225186,0.524814,1.387216,4.003687,1.0,1.0,0.255084,0.255084,0.744916,1.383203,3.987655,0.5,0.75,0.251885,0.28141,0.388099
tiny_text_fact_qa,311,rope_relative,rope,4,2,4,3,1.0,11.207666,1.966768,3.118135,0.347906,1.416099,1.0,1.0,0.706368,0.706368,0.293632,0.328623,1.389054,1.0,1.0,0.721379,0.721379,0.278621,0.304009,1.355282,1.0,1.0,0.737902,0.737902,0.262098
phase_cued_retrieval,311,phasewrap_bias,phasewrap_bias,4,2,4,3,0.0,-1.90463,3.278366,-0.14676,0.886366,2.426296,0.75,0.875,0.730435,0.957159,0.207159,3.56303,35.269887,0.0,0.279412,0.028649,0.535455,0.535455,3.93607,51.216918,0.0,0.051785,0.022262,0.144099,0.144099
exact_offset_passkey,311,phasewrap_bias,phasewrap_bias,4,2,4,3,1.0,-1.90463,3.278366,-0.14676,3.398978,29.933499,0.0,0.097682,0.03535,0.149129,0.149129,2.316412,10.139234,0.0,0.375,0.100655,0.172317,0.172317,3.555434,35.003023,0.0,0.229497,0.035151,0.242509,0.242509
tiny_text_fact_qa,311,phasewrap_bias,phasewrap_bias,4,2,4,3,1.0,-1.90463,3.278366,-0.14676,0.560497,1.751543,1.0,1.0,0.573844,0.573844,0.426156,0.71722,2.04873,1.0,1.0,0.488115,0.488115,0.511885,0.978463,2.660365,1.0,1.0,0.377639,0.377639,0.622361
phase_cued_retrieval,311,phasewrap_adapter,phasewrap_adapter,4,2,4,3,0.0,-1.582981,3.294664,-0.201397,0.831705,2.297233,0.75,0.875,0.728453,0.950307,0.200307,3.44007,31.189156,0.0,0.285714,0.032741,0.533356,0.533356,3.859411,47.437426,0.0,0.067911,0.023842,0.138576,0.138576
exact_offset_passkey,311,phasewrap_adapter,phasewrap_adapter,4,2,4,3,1.0,-1.582981,3.294664,-0.201397,3.530721,34.148576,0.0,0.080866,0.031035,0.158611,0.158611,2.394783,10.96582,0.0,0.375,0.092372,0.172204,0.172204,3.562968,35.267705,0.0,0.270238,0.038674,0.246589,0.246589
tiny_text_fact_qa,311,phasewrap_adapter,phasewrap_adapter,4,2,4,3,1.0,-1.582981,3.294664,-0.201397,0.596545,1.815834,1.0,1.0,0.553575,0.553575,0.446425,0.777138,2.175239,1.0,1.0,0.459767,0.459767,0.540233,1.057863,2.88021,1.0,1.0,0.349075,0.349075,0.650925
phase_cued_retrieval,313,no_position,no_position,4,2,4,3,0.0,0.0,3.527289,0.103054,0.023516,1.023794,1.0,1.0,0.976765,0.976765,0.023235,3.936672,51.247774,0.0,0.291667,0.021343,0.62526,0.62526,4.132817,62.353331,0.0,0.079917,0.01864,0.241585,0.241585
exact_offset_passkey,313,no_position,no_position,4,2,4,3,1.0,0.0,3.527289,0.103054,4.030377,56.28212,0.0,0.060473,0.017835,0.238266,0.238266,2.202019,9.043251,0.5,0.516667,0.475494,0.548572,0.110621,4.881725,131.857924,0.0,0.082518,0.010147,0.379115,0.379115
tiny_text_fact_qa,313,no_position,no_position,4,2,4,3,1.0,0.0,3.527289,0.103054,1.224779,3.403414,0.75,0.772727,0.427719,0.438159,0.354549,0.761562,2.141618,1.0,1.0,0.466939,0.466939,0.533061,0.923016,2.516869,1.0,1.0,0.399363,0.399363,0.600637
phase_cued_retrieval,313,sinusoidal,sinusoidal,4,2,4,3,0.0,7.058643,2.334318,-0.586394,0.00208,1.002083,1.0,1.0,0.997922,0.997922,0.002078,7.015608,1113.884166,0.0,0.1875,0.001346,0.834265,0.834265,5.784698,325.283683,0.0,0.104861,0.003829,0.519502,0.519502
exact_offset_passkey,313,sinusoidal,sinusoidal,4,2,4,3,1.0,7.058643,2.334318,-0.586394,0.21639,1.241587,1.0,1.0,0.8056,0.8056,0.1944,0.340848,1.40614,1.0,1.0,0.752242,0.752242,0.247758,0.918203,2.504785,0.5,0.75,0.44525,0.606637,0.15536
tiny_text_fact_qa,313,sinusoidal,sinusoidal,4,2,4,3,1.0,7.058643,2.334318,-0.586394,0.062227,1.064204,1.0,1.0,0.94194,0.94194,0.05806,0.022618,1.022875,1.0,1.0,0.977636,0.977636,0.022364,0.082234,1.08571,1.0,1.0,0.922667,0.922667,0.077333
phase_cued_retrieval,313,alibi,alibi,4,2,4,3,0.0,0.448517,3.527216,0.551483,0.023517,1.023796,1.0,1.0,0.976764,0.976764,0.023236,3.937428,51.286503,0.0,0.291667,0.021333,0.625947,0.625947,4.133768,62.412676,0.0,0.079917,0.018619,0.242495,0.242495
exact_offset_passkey,313,alibi,alibi,4,2,4,3,1.0,0.448517,3.527216,0.551483,4.03035,56.280615,0.0,0.060473,0.017836,0.238263,0.238263,2.201994,9.043025,0.5,0.516667,0.475494,0.548571,0.11062,4.882262,131.92881,0.0,0.082518,0.010139,0.379648,0.379648
tiny_text_fact_qa,313,alibi,alibi,4,2,4,3,1.0,0.448517,3.527216,0.551483,1.224803,3.403495,0.75,0.772727,0.427706,0.438147,0.354562,0.76159,2.14168,1.0,1.0,0.466925,0.466925,0.533075,0.92306,2.516979,1.0,1.0,0.399345,0.399345,0.600655
phase_cued_retrieval,313,rope_relative,rope,4,2,4,3,0.0,11.907633,2.121201,0.043209,0.031739,1.032249,1.0,1.0,0.968759,0.968759,0.031241,6.367357,582.516027,0.0,0.105072,0.001778,0.673103,0.673103,6.13924,463.701205,0.0,0.055426,0.006086,0.340466,0.340466
exact_offset_passkey,313,rope_relative,rope,4,2,4,3,1.0,11.907633,2.121201,0.043209,1.436781,4.207133,0.75,0.8125,0.241986,0.247954,0.502046,0.739432,2.094746,1.0,1.0,0.600987,0.600987,0.399013,1.22707,3.411218,0.75,0.875,0.301182,0.305175,0.444825
tiny_text_fact_qa,313,rope_relative,rope,4,2,4,3,1.0,11.907633,2.121201,0.043209,0.46383,1.590153,1.0,1.0,0.67186,0.67186,0.32814,0.246453,1.279479,1.0,1.0,0.781574,0.781574,0.218426,0.258787,1.295358,1.0,1.0,0.771995,0.771995,0.228005
phase_cued_retrieval,313,phasewrap_bias,phasewrap_bias,4,2,4,3,0.0,-2.125099,3.793793,-0.223394,0.009641,1.009687,1.0,1.0,0.990407,0.990407,0.009593,3.865212,47.713372,0.0,0.279412,0.02102,0.598966,0.598966,4.073101,58.738831,0.0,0.089681,0.028375,0.316094,0.316094
exact_offset_passkey,313,phasewrap_bias,phasewrap_bias,4,2,4,3,1.0,-2.125099,3.793793,-0.223394,3.510246,33.456512,0.0,0.08415,0.033132,0.218027,0.218027,1.838692,6.288309,0.5,0.538462,0.496639,0.595925,0.128796,5.268648,194.153347,0.0,0.079259,0.009869,0.390712,0.390712
tiny_text_fact_qa,313,phasewrap_bias,phasewrap_bias,4,2,4,3,1.0,-2.125099,3.793793,-0.223394,1.021285,2.776761,0.75,0.777778,0.524407,0.547833,0.275802,0.496084,1.642277,1.0,1.0,0.609171,0.609171,0.390829,0.681265,1.976377,1.0,1.0,0.507612,0.507612,0.492388
phase_cued_retrieval,313,phasewrap_adapter,phasewrap_adapter,4,2,4,3,0.0,-1.54947,3.710017,-0.195328,0.012594,1.012674,1.0,1.0,0.987486,0.987486,0.012514,3.614882,37.146951,0.0,0.288462,0.02692,0.581097,0.581097,3.907482,49.773463,0.0,0.101379,0.029735,0.285206,0.285206
exact_offset_passkey,313,phasewrap_adapter,phasewrap_adapter,4,2,4,3,1.0,-1.54947,3.710017,-0.195328,3.656387,38.721209,0.0,0.0665,0.028011,0.203808,0.203808,1.925289,6.857128,0.5,0.522727,0.489135,0.575577,0.119553,5.22953,186.704998,0.0,0.068236,0.009305,0.391762,0.391762
tiny_text_fact_qa,313,phasewrap_adapter,phasewrap_adapter,4,2,4,3,1.0,-1.54947,3.710017,-0.195328,1.079139,2.942145,0.75,0.775,0.496091,0.518361,0.301252,0.561925,1.754046,1.0,1.0,0.570347,0.570347,0.429653,0.752703,2.122731,1.0,1.0,0.472978,0.472978,0.527022
phase_cued_retrieval,317,no_position,no_position,4,2,4,3,0.0,0.0,3.258231,0.493419,0.748166,2.11312,0.75,0.875,0.738871,0.946903,0.246925,3.631644,37.774862,0.0,0.283333,0.032262,0.659664,0.659664,4.389307,80.58459,0.0,0.049657,0.012497,0.214977,0.214977
exact_offset_passkey,317,no_position,no_position,4,2,4,3,1.0,0.0,3.258231,0.493419,3.996199,54.390999,0.0,0.061465,0.01854,0.187798,0.187798,4.184814,65.681303,0.0,0.047269,0.015328,0.152377,0.152377,4.897381,133.938532,0.0,0.047629,0.008253,0.456618,0.456618
tiny_text_fact_qa,317,no_position,no_position,4,2,4,3,1.0,0.0,3.258231,0.493419,0.704113,2.022053,1.0,1.0,0.496688,0.496688,0.503312,1.934117,6.917935,0.5,0.625,0.244209,0.249884,0.308843,1.105115,3.019572,1.0,1.0,0.334905,0.334905,0.665095
phase_cued_retrieval,317,sinusoidal,sinusoidal,4,2,4,3,0.0,7.009997,1.162593,5.587348,0.587501,1.799486,0.75,0.875,0.759778,0.938484,0.21972,6.006411,406.023374,0.0,0.196429,0.002768,0.839138,0.839138,4.460097,86.495856,0.0,0.25,0.042773,0.738351,0.738351
exact_offset_passkey,317,sinusoidal,sinusoidal,4,2,4,3,1.0,7.009997,1.162593,5.587348,0.454225,1.574953,1.0,1.0,0.646145,0.646145,0.353855,1.241943,3.462333,0.5,0.75,0.458931,0.788841,0.47326,1.98967,7.313123,0.5,0.6125,0.372009,0.760486,0.360481
tiny_text_fact_qa,317,sinusoidal,sinusoidal,4,2,4,3,1.0,7.009997,1.162593,5.587348,0.158717,1.172006,1.0,1.0,0.856171,0.856171,0.143829,0.330527,1.391701,1.0,1.0,0.743482,0.743482,0.256518,1.063015,2.895087,0.5,0.75,0.516468,0.821079,0.420723
phase_cued_retrieval,317,alibi,alibi,4,2,4,3,0.0,0.253267,3.258227,0.746733,0.748164,2.113117,0.75,0.875,0.738871,0.946904,0.246926,3.632247,37.797669,0.0,0.283333,0.032253,0.660018,0.660018,4.389797,80.624064,0.0,0.049657,0.012491,0.215273,0.215273
exact_offset_passkey,317,alibi,alibi,4,2,4,3,1.0,0.253267,3.258227,0.746733,3.996204,54.391285,0.0,0.061465,0.01854,0.187796,0.187796,4.184817,65.681466,0.0,0.047269,0.015328,0.152375,0.152375,4.898178,134.045322,0.0,0.047629,0.008246,0.457065,0.457065
tiny_text_fact_qa,317,alibi,alibi,4,2,4,3,1.0,0.253267,3.258227,0.746733,0.704117,2.02206,1.0,1.0,0.496686,0.496686,0.503314,1.934121,6.917959,0.5,0.625,0.244209,0.249884,0.308843,1.105119,3.019583,1.0,1.0,0.334904,0.334904,0.665096
phase_cued_retrieval,317,rope_relative,rope,4,2,4,3,0.0,11.560409,2.143579,4.072934,0.88498,2.422935,0.75,0.875,0.734049,0.953129,0.203129,3.928823,50.847116,0.0,0.3,0.019875,0.553302,0.553302,5.343724,209.290739,0.0,0.037163,0.00782,0.156402,0.156402
exact_offset_passkey,317,rope_relative,rope,4,2,4,3,1.0,11.560409,2.143579,4.072934,1.582962,4.869359,1.0,1.0,0.208248,0.208248,0.791752,1.559531,4.75659,1.0,1.0,0.214547,0.214547,0.785453,1.655755,5.237032,0.75,0.875,0.197025,0.236987,0.513013
tiny_text_fact_qa,317,rope_relative,rope,4,2,4,3,1.0,11.560409,2.143579,4.072934,0.299971,1.34982,1.0,1.0,0.741154,0.741154,0.258846,0.876318,2.402039,1.0,1.0,0.498006,0.498006,0.501994,0.310996,1.364784,1.0,1.0,0.733505,0.733505,0.266495
phase_cued_retrieval,317,phasewrap_bias,phasewrap_bias,4,2,4,3,0.0,-2.192461,3.731094,0.374348,0.78566,2.193855,0.75,0.875,0.752973,0.972674,0.222674,4.103793,60.569571,0.0,0.295455,0.024162,0.842055,0.842055,4.428607,83.814599,0.0,0.057292,0.013932,0.351411,0.351411
exact_offset_passkey,317,phasewrap_bias,phasewrap_bias,4,2,4,3,1.0,-2.192461,3.731094,0.374348,3.350871,28.527563,0.0,0.081169,0.03571,0.161588,0.161588,3.873366,48.104039,0.0,0.057566,0.020793,0.182848,0.182848,4.893969,133.482374,0.0,0.043873,0.014421,0.347395,0.347395
tiny_text_fact_qa,317,phasewrap_bias,phasewrap_bias,4,2,4,3,1.0,-2.192461,3.731094,0.374348,0.438794,1.550835,1.0,1.0,0.647263,0.647263,0.352737,2.015703,7.506001,0.5,0.527778,0.307891,0.345648,0.260184,0.716219,2.046679,1.0,1.0,0.491785,0.491785,0.508215
phase_cued_retrieval,317,phasewrap_adapter,phasewrap_adapter,4,2,4,3,0.0,-1.911556,3.744469,0.281088,0.727331,2.06955,0.75,0.875,0.754793,0.968209,0.218209,3.935866,51.206462,0.0,0.3,0.028841,0.833322,0.833322,4.310316,74.463984,0.0,0.066228,0.01559,0.339032,0.339032
exact_offset_passkey,317,phasewrap_adapter,phasewrap_adapter,4,2,4,3,1.0,-1.911556,3.744469,0.281088,3.509093,33.41793,0.0,0.0665,0.030483,0.152575,0.152575,4.063885,58.199989,0.0,0.045833,0.017184,0.207714,0.207714,5.029527,152.860708,0.0,0.035165,0.012363,0.354681,0.354681
tiny_text_fact_qa,317,phasewrap_adapter,phasewrap_adapter,4,2,4,3,1.0,-1.911556,3.744469,0.281088,0.475652,1.609063,1.0,1.0,0.623921,0.623921,0.376079,2.090705,8.090619,0.5,0.525,0.292567,0.326345,0.268601,0.766661,2.152566,1.0,1.0,0.467414,0.467414,0.532586
phase_cued_retrieval,331,no_position,no_position,4,2,4,3,0.0,0.0,4.32619,6.377515,0.125101,1.133262,1.0,1.0,0.899804,0.899804,0.100196,2.297909,9.953344,0.0,0.291667,0.191266,0.366625,0.366625,3.188233,24.24555,0.0,0.167484,0.055849,0.21117,0.21117
exact_offset_passkey,331,no_position,no_position,4,2,4,3,1.0,0.0,4.32619,6.377515,2.794558,16.355402,0.25,0.336806,0.264194,0.402024,0.162565,6.43013,620.254565,0.0,0.074786,0.001742,0.593224,0.593224,4.86964,130.273968,0.25,0.2789,0.184252,0.473716,0.360076
tiny_text_fact_qa,331,no_position,no_position,4,2,4,3,1.0,0.0,4.32619,6.377515,0.369989,1.447718,1.0,1.0,0.700361,0.700361,0.299639,2.360079,10.591789,0.5,0.5625,0.116705,0.168209,0.331791,1.345922,3.841727,1.0,1.0,0.29116,0.29116,0.70884
phase_cued_retrieval,331,sinusoidal,sinusoidal,4,2,4,3,0.0,6.26337,2.336126,10.162696,0.106823,1.112737,1.0,1.0,0.912102,0.912102,0.087898,5.786913,326.005249,0.0,0.183333,0.005071,0.843464,0.843464,4.055935,57.739152,0.0,0.300505,0.100791,0.67578,0.67578
exact_offset_passkey,331,sinusoidal,sinusoidal,4,2,4,3,1.0,6.26337,2.336126,10.162696,0.268629,1.30817,1.0,1.0,0.776881,0.776881,0.223119,1.69636,5.454056,0.5,0.6,0.389483,0.57064,0.337529,3.041985,20.946791,0.0,0.364583,0.163821,0.616704,0.616704
tiny_text_fact_qa,331,sinusoidal,sinusoidal,4,2,4,3,1.0,6.26337,2.336126,10.162696,0.043155,1.0441,1.0,1.0,0.957862,0.957862,0.042138,0.450714,1.569432,1.0,1.0,0.648997,0.648997,0.351003,1.363864,3.911276,0.5,0.6875,0.460141,0.782852,0.455031
phase_cued_retrieval,331,alibi,alibi,4,2,4,3,0.0,-2.706805,4.340977,3.706805,0.123741,1.131723,1.0,1.0,0.900683,0.900683,0.099317,2.29724,9.946695,0.0,0.291667,0.192052,0.366827,0.366827,3.189867,24.285201,0.0,0.167484,0.055866,0.212501,0.212501
exact_offset_passkey,331,alibi,alibi,4,2,4,3,1.0,-2.706805,4.340977,3.706805,2.798119,16.413742,0.25,0.336806,0.264202,0.402177,0.162542,6.448212,631.571993,0.0,0.074786,0.001713,0.594098,0.594098,4.884443,132.216846,0.25,0.278359,0.18447,0.475869,0.361713
tiny_text_fact_qa,331,alibi,alibi,4,2,4,3,1.0,-2.706805,4.340977,3.706805,0.367834,1.444602,1.0,1.0,0.701885,0.701885,0.298115,2.361746,10.609461,0.5,0.5625,0.116488,0.168414,0.331586,1.345212,3.839001,1.0,1.0,0.29163,0.29163,0.70837
phase_cued_retrieval,331,rope_relative,rope,4,2,4,3,0.0,10.52953,3.319752,9.214961,0.21708,1.242443,0.75,0.875,0.852161,0.869481,0.129063,2.492376,12.089966,0.0,0.333333,0.095994,0.486658,0.486658,3.630701,37.73928,0.0,0.170455,0.066325,0.191542,0.191542
exact_offset_passkey,331,rope_relative,rope,4,2,4,3,1.0,10.52953,3.319752,9.214961,1.215685,3.372603,0.75,0.875,0.399417,0.403242,0.346758,2.62246,13.769555,0.5,0.535714,0.133372,0.184298,0.439062,2.474739,11.878603,0.25,0.381731,0.263816,0.490977,0.289697
tiny_text_fact_qa,331,rope_relative,rope,4,2,4,3,1.0,10.52953,3.319752,9.214961,0.16254,1.176495,1.0,1.0,0.851155,0.851155,0.148845,1.036045,2.818051,1.0,1.0,0.3767,0.3767,0.6233,0.422905,1.526389,1.0,1.0,0.667393,0.667393,0.332607
phase_cued_retrieval,331,phasewrap_bias,phasewrap_bias,4,2,4,3,0.0,-2.083252,4.049125,6.151983,0.118885,1.12624,1.0,1.0,0.90315,0.90315,0.09685,2.253155,9.517721,0.0,0.321429,0.198689,0.409417,0.409417,3.162421,23.627725,0.0,0.1625,0.055038,0.26233,0.26233
exact_offset_passkey,331,phasewrap_bias,phasewrap_bias,4,2,4,3,1.0,-2.083252,4.049125,6.151983,2.252021,9.506933,0.25,0.419048,0.286092,0.512349,0.278987,6.51746,676.856958,0.0,0.14881,0.00148,0.769448,0.769448,4.935157,139.094917,0.25,0.288143,0.176265,0.499391,0.401684
tiny_text_fact_qa,331,phasewrap_bias,phasewrap_bias,4,2,4,3,1.0,-2.083252,4.049125,6.151983,0.334201,1.396823,1.0,1.0,0.739165,0.739165,0.260835,1.983764,7.270057,0.5,0.666667,0.148742,0.253493,0.548146,1.427961,4.170189,0.5,0.75,0.277592,0.293423,0.37613
