task,seed,method,stage10_method_alias,epochs,learning_rate,optimizer,train_row_count,validation_row_count,test_row_count,final_training_loss,learned_position_scale,train_loss,train_perplexity,train_top1_accuracy,train_mrr,train_mean_target_probability,train_mean_top1_confidence,train_expected_calibration_error,validation_loss,validation_perplexity,validation_top1_accuracy,validation_mrr,validation_mean_target_probability,validation_mean_top1_confidence,validation_expected_calibration_error,test_loss,test_perplexity,test_top1_accuracy,test_mrr,test_mean_target_probability,test_mean_top1_confidence,test_expected_calibration_error
phase_cued_retrieval,317,rope_relative,rope,20,0.03,full_batch_adam,12,6,12,2.5362,-0.008403,2.531892,12.577281,0.083333,0.258601,0.082573,0.113238,0.029905,7.809217,2463.202135,0.0,0.044065,0.014425,0.113781,0.113781,8.353054,4243.119379,0.0,0.029907,0.00457,0.113756,0.113756
phase_cued_retrieval,317,phasewrap_bias,phasewrap_bias,20,0.03,full_batch_adam,12,6,12,2.532487,-0.453517,2.523813,12.476078,0.083333,0.260585,0.083276,0.113536,0.030202,7.806468,2456.439305,0.0,0.044051,0.014514,0.114144,0.114144,8.347403,4219.209524,0.0,0.029865,0.004591,0.114129,0.114129
phase_cued_retrieval,317,phasewrap_adapter,phasewrap_adapter,20,0.03,full_batch_adam,12,6,12,2.532377,-0.455163,2.523619,12.473656,0.083333,0.260585,0.083292,0.113554,0.03022,7.806375,2456.210968,0.0,0.044051,0.014519,0.114155,0.114155,8.347084,4217.865372,0.0,0.029865,0.004592,0.114143,0.114143
phase_cued_retrieval,331,no_position,no_position,20,0.03,full_batch_adam,12,6,12,2.518703,0.022171,2.516908,12.390224,0.083333,0.258601,0.08238,0.105653,0.02232,8.061327,3169.493287,0.0,0.027182,0.011762,0.105528,0.105528,8.5315,5072.049487,0.0,0.034042,0.006816,0.105525,0.105525
phase_cued_retrieval,331,sinusoidal,sinusoidal,20,0.03,full_batch_adam,12,6,12,2.518778,-0.175443,2.516998,12.391338,0.083333,0.258601,0.082377,0.105662,0.022328,8.061906,3171.329879,0.0,0.027182,0.011737,0.105542,0.105542,8.531731,5073.218428,0.0,0.034042,0.006814,0.105539,0.105539
phase_cued_retrieval,331,alibi,alibi,20,0.03,full_batch_adam,12,6,12,2.518827,-0.292555,2.517032,12.391763,0.083333,0.258601,0.082374,0.105655,0.022321,8.061719,3170.734443,0.0,0.027182,0.011736,0.105538,0.105538,8.531641,5072.763614,0.0,0.034042,0.006812,0.105532,0.105532
phase_cued_retrieval,331,rope_relative,rope,20,0.03,full_batch_adam,12,6,12,2.51869,-0.312283,2.516931,12.390512,0.083333,0.258601,0.082377,0.105639,0.022306,8.061206,3169.108509,0.0,0.027182,0.011777,0.105518,0.105518,8.531646,5072.788818,0.0,0.034042,0.006814,0.105514,0.105514
phase_cued_retrieval,331,phasewrap_bias,phasewrap_bias,20,0.03,full_batch_adam,12,6,12,2.518778,-0.40342,2.516996,12.391312,0.083333,0.258601,0.082397,0.105714,0.022381,8.06261,3173.56216,0.0,0.027205,0.011638,0.105588,0.105588,8.531348,5071.275837,0.0,0.034042,0.006815,0.105582,0.105582
phase_cued_retrieval,331,phasewrap_adapter,phasewrap_adapter,20,0.03,full_batch_adam,12,6,12,2.518815,-0.384828,2.517041,12.391873,0.083333,0.258601,0.082394,0.105707,0.022373,8.062732,3173.949264,0.0,0.027205,0.011636,0.105584,0.105584,8.531452,5071.802261,0.0,0.034042,0.006814,0.105578,0.105578
exact_offset_passkey,307,no_position,no_position,20,0.03,full_batch_adam,12,6,12,2.209147,-0.00894,2.175392,8.805634,0.333333,0.515509,0.128797,0.19422,0.139113,8.400202,4447.965659,0.0,0.011595,0.000228,0.198566,0.198566,7.375455,1596.318186,0.0,0.030743,0.007393,0.186082,0.186082
exact_offset_passkey,307,sinusoidal,sinusoidal,20,0.03,full_batch_adam,12,6,12,2.20037,0.277161,2.185521,8.89528,0.333333,0.515509,0.128294,0.192463,0.14087,8.401197,4452.391527,0.0,0.011595,0.000227,0.198098,0.198098,7.379043,1602.056641,0.0,0.030743,0.007387,0.185815,0.185815
exact_offset_passkey,307,alibi,alibi,20,0.03,full_batch_adam,12,6,12,2.212198,-0.265624,2.175755,8.808837,0.333333,0.515509,0.128763,0.194797,0.138537,8.402357,4457.561519,0.0,0.011595,0.000227,0.199073,0.199073,7.38311,1608.584742,0.0,0.030718,0.007384,0.186581,0.186581
exact_offset_passkey,307,rope_relative,rope,20,0.03,full_batch_adam,12,6,12,2.209787,0.540966,2.175873,8.809876,0.333333,0.515509,0.128783,0.194261,0.139072,8.399457,4444.653476,0.0,0.011595,0.000228,0.198297,0.198297,7.378142,1600.612273,0.0,0.030743,0.007381,0.185972,0.185972
exact_offset_passkey,307,phasewrap_bias,phasewrap_bias,20,0.03,full_batch_adam,12,6,12,2.206634,-0.493535,2.18272,8.870399,0.333333,0.515509,0.128405,0.193196,0.140137,8.412019,4500.839015,0.0,0.011595,0.000225,0.199103,0.199103,7.385936,1613.13655,0.0,0.030754,0.007327,0.186057,0.186057
exact_offset_passkey,307,phasewrap_adapter,phasewrap_adapter,20,0.03,full_batch_adam,12,6,12,2.206264,-0.490429,2.182983,8.872737,0.333333,0.515509,0.128388,0.193144,0.14019,8.412394,4502.525326,0.0,0.011595,0.000225,0.199153,0.199153,7.385584,1612.569362,0.0,0.030743,0.007328,0.186062,0.186062
exact_offset_passkey,311,no_position,no_position,20,0.03,full_batch_adam,12,6,12,2.511471,0.04592,2.509723,12.301524,0.083333,0.258601,0.082461,0.098452,0.015119,8.288512,3977.909044,0.0,0.023969,0.009168,0.098452,0.098452,9.317684,11133.165402,0.0,0.017264,9e-05,0.098452,0.098452
exact_offset_passkey,311,sinusoidal,sinusoidal,20,0.03,full_batch_adam,12,6,12,2.511426,0.393094,2.509674,12.30092,0.083333,0.258601,0.082461,0.098346,0.015013,8.288798,3979.05039,0.0,0.023969,0.009172,0.098347,0.098347,9.318196,11138.865723,0.0,0.017264,9e-05,0.098347,0.098347
exact_offset_passkey,311,alibi,alibi,20,0.03,full_batch_adam,12,6,12,2.511492,0.438825,2.509705,12.301295,0.083333,0.258601,0.082461,0.098534,0.015201,8.288815,3979.115839,0.0,0.023969,0.009176,0.098535,0.098535,9.318238,11139.337893,0.0,0.017264,9e-05,0.098535,0.098535
exact_offset_passkey,311,rope_relative,rope,20,0.03,full_batch_adam,12,6,12,2.511468,0.53179,2.509705,12.301301,0.083333,0.258601,0.082461,0.098459,0.015126,8.288706,3978.683953,0.0,0.023969,0.00917,0.098459,0.098459,9.317976,11136.414759,0.0,0.017264,9e-05,0.098459,0.098459
exact_offset_passkey,311,phasewrap_bias,phasewrap_bias,20,0.03,full_batch_adam,12,6,12,2.511423,-0.229728,2.509666,12.300826,0.083333,0.258601,0.08246,0.098484,0.015151,8.287649,3974.47746,0.0,0.023969,0.009182,0.098484,0.098484,9.316951,11125.005209,0.0,0.017264,9e-05,0.098484,0.098484
exact_offset_passkey,311,phasewrap_adapter,phasewrap_adapter,20,0.03,full_batch_adam,12,6,12,2.511421,-0.21917,2.509663,12.300781,0.083333,0.258601,0.08246,0.098485,0.015151,8.287693,3974.65367,0.0,0.023969,0.009182,0.098485,0.098485,9.317006,11125.618786,0.0,0.017264,9e-05,0.098485,0.098485
exact_offset_passkey,313,no_position,no_position,20,0.03,full_batch_adam,12,6,12,2.341358,-0.011,2.256197,9.546713,0.333333,0.506581,0.110344,0.13859,0.194743,7.431494,1688.328441,0.0,0.052812,0.016518,0.131765,0.131765,7.986523,2941.054167,0.0,0.027281,0.006075,0.128279,0.128279
exact_offset_passkey,313,sinusoidal,sinusoidal,20,0.03,full_batch_adam,12,6,12,2.384042,0.08038,2.30007,9.974879,0.333333,0.492692,0.10439,0.133282,0.200051,7.496418,1801.57777,0.0,0.053185,0.016734,0.12892,0.12892,8.061994,3171.609572,0.0,0.026964,0.006017,0.126616,0.126616
exact_offset_passkey,313,alibi,alibi,20,0.03,full_batch_adam,12,6,12,2.356168,-0.077815,2.272688,9.705454,0.333333,0.492692,0.107989,0.136411,0.196923,7.459992,1737.134115,0.0,0.052809,0.016664,0.130193,0.130193,8.020111,3041.514325,0.0,0.027154,0.006058,0.127386,0.127386
exact_offset_passkey,313,rope_relative,rope,20,0.03,full_batch_adam,12,6,12,2.376657,-0.037242,2.292167,9.896358,0.333333,0.492692,0.105422,0.134281,0.199052,7.481439,1774.793706,0.0,0.052927,0.016693,0.129568,0.129568,8.048082,3127.788896,0.0,0.026958,0.006026,0.126867,0.126867
exact_offset_passkey,313,phasewrap_bias,phasewrap_bias,20,0.03,full_batch_adam,12,6,12,2.406535,-0.506814,2.36288,10.621498,0.25,0.423247,0.096891,0.12545,0.12455,7.571465,1941.983236,0.0,0.053196,0.017217,0.126892,0.126892,8.160663,3500.506476,0.0,0.02698,0.006025,0.126364,0.126364
exact_offset_passkey,313,phasewrap_adapter,phasewrap_adapter,20,0.03,full_batch_adam,12,6,12,2.404021,-0.497213,2.36016,10.592644,0.25,0.437136,0.097178,0.125395,0.124605,7.567461,1934.22307,0.0,0.053196,0.017202,0.126963,0.126963,8.157218,3488.466505,0.0,0.02698,0.006026,0.126352,0.126352
exact_offset_passkey,317,no_position,no_position,20,0.03,full_batch_adam,12,6,12,2.508131,-0.0527,2.505859,12.254084,0.083333,0.258601,0.082149,0.09773,0.014396,9.068825,8680.41441,0.0,0.011278,0.000115,0.09773,0.09773,8.434911,4605.058158,0.083333,0.10479,0.008259,0.09773,0.014397
exact_offset_passkey,317,sinusoidal,sinusoidal,20,0.03,full_batch_adam,12,6,12,2.508118,-0.365011,2.505838,12.253825,0.083333,0.258601,0.082149,0.097698,0.014365,9.069292,8684.474244,0.0,0.011291,0.000115,0.097698,0.097698,8.435366,4607.154677,0.083333,0.104784,0.008256,0.097698,0.014365
exact_offset_passkey,317,alibi,alibi,20,0.03,full_batch_adam,12,6,12,2.508021,0.272522,2.505786,12.253184,0.083333,0.258601,0.082151,0.097598,0.014265,9.070867,8698.165938,0.0,0.011291,0.000115,0.097598,0.097598,8.436892,4614.191727,0.083333,0.104784,0.008248,0.097598,0.014265
exact_offset_passkey,317,rope_relative,rope,20,0.03,full_batch_adam,12,6,12,2.508194,-0.249645,2.505902,12.254612,0.083333,0.258601,0.082147,0.097792,0.014458,9.067307,8667.255627,0.0,0.011278,0.000116,0.097792,0.097792,8.43347,4598.428712,0.083333,0.10479,0.008264,0.097792,0.014459
exact_offset_passkey,317,phasewrap_bias,phasewrap_bias,20,0.03,full_batch_adam,12,6,12,2.507903,0.297351,2.505659,12.251631,0.083333,0.258601,0.082156,0.09743,0.014097,9.075159,8735.572929,0.0,0.011318,0.000115,0.09743,0.09743,8.441079,4633.550695,0.083333,0.104795,0.008233,0.09743,0.014097
exact_offset_passkey,317,phasewrap_adapter,phasewrap_adapter,20,0.03,full_batch_adam,12,6,12,2.508024,0.296835,2.505746,12.252697,0.083333,0.258601,0.082153,0.097501,0.014168,9.07192,8707.323368,0.0,0.011318,0.000115,0.097502,0.097502,8.438045,4619.517138,0.083333,0.104795,0.008239,0.097502,0.014168
exact_offset_passkey,331,no_position,no_position,20,0.03,full_batch_adam,12,6,12,2.451025,0.022171,2.435584,11.422489,0.083333,0.265545,0.092195,0.127752,0.044419,8.672642,5840.913518,0.0,0.018054,0.000174,0.128316,0.128316,8.705616,6036.721616,0.0,0.024451,0.000168,0.1276,0.1276
exact_offset_passkey,331,sinusoidal,sinusoidal,20,0.03,full_batch_adam,12,6,12,2.447565,0.134064,2.436812,11.436524,0.083333,0.265545,0.092263,0.129485,0.046151,8.644309,5677.744232,0.0,0.018153,0.000179,0.130913,0.130913,8.676431,5863.08174,0.0,0.02432,0.000173,0.130251,0.130251
exact_offset_passkey,331,alibi,alibi,20,0.03,full_batch_adam,12,6,12,2.454177,-0.305723,2.435176,11.417826,0.083333,0.265545,0.092055,0.126249,0.042916,8.697763,5989.500525,0.0,0.017913,0.00017,0.126136,0.126136,8.731026,6192.080169,0.0,0.024525,0.000164,0.125288,0.125288
exact_offset_passkey,331,rope_relative,rope,20,0.03,full_batch_adam,12,6,12,2.450832,0.448563,2.435676,11.423543,0.083333,0.265545,0.092193,0.127839,0.044506,8.671012,5831.395314,0.0,0.018054,0.000175,0.12846,0.12846,8.70388,6026.24746,0.0,0.024451,0.000168,0.127752,0.127752
exact_offset_passkey,331,phasewrap_bias,phasewrap_bias,20,0.03,full_batch_adam,12,6,12,2.452143,-0.322863,2.43542,11.420612,0.083333,0.265545,0.092125,0.127142,0.043809,8.684993,5913.501537,0.0,0.017986,0.000172,0.127425,0.127425,8.717395,6108.248655,0.0,0.024504,0.000166,0.126753,0.126753
exact_offset_passkey,331,phasewrap_adapter,phasewrap_adapter,20,0.03,full_batch_adam,12,6,12,2.451944,-0.317108,2.435495,11.421474,0.083333,0.265545,0.092133,0.127263,0.04393,8.683094,5902.282635,0.0,0.017986,0.000172,0.127595,0.127595,8.715466,6096.472284,0.0,0.024504,0.000166,0.12694,0.12694
tiny_text_fact_qa,307,no_position,no_position,20,0.03,full_batch_adam,12,6,12,1.806476,-0.00894,1.803933,6.073489,0.166667,0.408333,0.164999,0.173558,0.006891,1.803933,6.07349,0.166667,0.408333,0.164999,0.173558,0.006891,1.803933,6.073489,0.166667,0.408333,0.164999,0.173558,0.006891
tiny_text_fact_qa,307,sinusoidal,sinusoidal,20,0.03,full_batch_adam,12,6,12,1.806463,0.350381,1.803924,6.073436,0.166667,0.408333,0.165,0.173555,0.006888,1.803925,6.073437,0.166667,0.408333,0.165,0.173554,0.006888,1.803925,6.073436,0.166667,0.408333,0.165,0.173554,0.006888
tiny_text_fact_qa,307,alibi,alibi,20,0.03,full_batch_adam,12,6,12,1.806451,0.336924,1.803924,6.073435,0.166667,0.408333,0.165002,0.173623,0.006956,1.803924,6.073435,0.166667,0.408333,0.165002,0.173623,0.006956,1.803924,6.073435,0.166667,0.408333,0.165002,0.173623,0.006956
tiny_text_fact_qa,307,rope_relative,rope,20,0.03,full_batch_adam,12,6,12,1.806483,0.391404,1.803938,6.073515,0.166667,0.408333,0.164998,0.173544,0.006877,1.803938,6.073516,0.166667,0.408333,0.164998,0.173543,0.006877,1.803938,6.073516,0.166667,0.408333,0.164998,0.173543,0.006877
tiny_text_fact_qa,307,phasewrap_bias,phasewrap_bias,20,0.03,full_batch_adam,12,6,12,1.806463,0.432588,1.803935,6.073497,0.166667,0.408333,0.165,0.173656,0.00699,1.803935,6.073499,0.166667,0.408333,0.165,0.173656,0.006989,1.803934,6.073496,0.166667,0.408333,0.165,0.173656,0.006989
tiny_text_fact_qa,307,phasewrap_adapter,phasewrap_adapter,20,0.03,full_batch_adam,12,6,12,1.806461,0.425171,1.803933,6.073485,0.166667,0.408333,0.165,0.173655,0.006989,1.803933,6.073487,0.166667,0.408333,0.165,0.173655,0.006988,1.803932,6.073484,0.166667,0.408333,0.165,0.173655,0.006988
tiny_text_fact_qa,311,no_position,no_position,20,0.03,full_batch_adam,12,6,12,1.800977,0.04592,1.798954,6.043325,0.166667,0.408333,0.165518,0.171395,0.004729,1.798954,6.04332,0.166667,0.408333,0.165519,0.171395,0.004729,1.798953,6.043319,0.166667,0.408333,0.165519,0.171395,0.004729
tiny_text_fact_qa,311,sinusoidal,sinusoidal,20,0.03,full_batch_adam,12,6,12,1.800988,0.15429,1.798964,6.043384,0.166667,0.408333,0.165517,0.171377,0.00471,1.798963,6.043379,0.166667,0.408333,0.165517,0.171377,0.00471,1.798963,6.043377,0.166667,0.408333,0.165517,0.171377,0.00471
tiny_text_fact_qa,311,alibi,alibi,20,0.03,full_batch_adam,12,6,12,1.800989,0.448345,1.798964,6.043386,0.166667,0.408333,0.165517,0.17136,0.004693,1.798964,6.043381,0.166667,0.408333,0.165517,0.17136,0.004693,1.798963,6.043379,0.166667,0.408333,0.165517,0.17136,0.004693
tiny_text_fact_qa,311,rope_relative,rope,20,0.03,full_batch_adam,12,6,12,1.800984,-0.171653,1.79896,6.043361,0.166667,0.408333,0.165517,0.171367,0.0047,1.79896,6.043356,0.166667,0.408333,0.165517,0.171367,0.0047,1.798959,6.043355,0.166667,0.408333,0.165517,0.171367,0.0047
tiny_text_fact_qa,311,phasewrap_bias,phasewrap_bias,20,0.03,full_batch_adam,12,6,12,1.800961,0.262607,1.798942,6.043247,0.166667,0.408333,0.165521,0.171422,0.004756,1.798941,6.043243,0.166667,0.408333,0.165521,0.171422,0.004756,1.798941,6.043242,0.166667,0.408333,0.165521,0.171422,0.004756
tiny_text_fact_qa,311,phasewrap_adapter,phasewrap_adapter,20,0.03,full_batch_adam,12,6,12,1.800961,0.267991,1.798942,6.04325,0.166667,0.408333,0.165521,0.171423,0.004756,1.798941,6.043246,0.166667,0.408333,0.165521,0.171423,0.004756,1.798941,6.043245,0.166667,0.408333,0.165521,0.171423,0.004756
tiny_text_fact_qa,313,no_position,no_position,20,0.03,full_batch_adam,12,6,12,1.801521,-0.011,1.799553,6.046946,0.166667,0.408333,0.165529,0.175464,0.008798,1.799554,6.04695,0.166667,0.408333,0.165529,0.175464,0.008798,1.799554,6.04695,0.166667,0.408333,0.165529,0.175464,0.008798
tiny_text_fact_qa,313,sinusoidal,sinusoidal,20,0.03,full_batch_adam,12,6,12,1.801552,0.346805,1.799579,6.047104,0.166667,0.408333,0.165526,0.175499,0.008832,1.79958,6.047109,0.166667,0.408333,0.165526,0.175499,0.008832,1.79958,6.047108,0.166667,0.408333,0.165526,0.175499,0.008832
tiny_text_fact_qa,313,alibi,alibi,20,0.03,full_batch_adam,12,6,12,1.80153,0.359463,1.79956,6.046987,0.166667,0.408333,0.165529,0.175464,0.008798,1.799561,6.04699,0.166667,0.408333,0.165529,0.175464,0.008798,1.799561,6.046992,0.166667,0.408333,0.165528,0.175464,0.008798
tiny_text_fact_qa,313,rope_relative,rope,20,0.03,full_batch_adam,12,6,12,1.801524,0.337697,1.799556,6.046963,0.166667,0.408333,0.165529,0.175467,0.0088,1.799557,6.046968,0.166667,0.408333,0.165529,0.175467,0.0088,1.799557,6.046968,0.166667,0.408333,0.165529,0.175467,0.0088
tiny_text_fact_qa,313,phasewrap_bias,phasewrap_bias,20,0.03,full_batch_adam,12,6,12,1.801516,-0.370292,1.799552,6.046937,0.166667,0.408333,0.16553,0.175468,0.008801,1.799553,6.046941,0.166667,0.408333,0.16553,0.175468,0.008801,1.799553,6.046943,0.166667,0.408333,0.16553,0.175468,0.008801
tiny_text_fact_qa,313,phasewrap_adapter,phasewrap_adapter,20,0.03,full_batch_adam,12,6,12,1.801517,-0.377237,1.799552,6.04694,0.166667,0.408333,0.16553,0.175465,0.008799,1.799553,6.046943,0.166667,0.408333,0.16553,0.175465,0.008799,1.799553,6.046945,0.166667,0.408333,0.16553,0.175465,0.008799
tiny_text_fact_qa,317,no_position,no_position,20,0.03,full_batch_adam,12,6,12,1.802284,-0.0527,1.800418,6.052176,0.166667,0.408333,0.165488,0.173866,0.007199,1.800417,6.052168,0.166667,0.408333,0.165488,0.173866,0.007199,1.800417,6.052169,0.166667,0.408333,0.165488,0.173866,0.007199
tiny_text_fact_qa,317,sinusoidal,sinusoidal,20,0.03,full_batch_adam,12,6,12,1.802188,-0.432265,1.800343,6.051724,0.166667,0.408333,0.1655,0.173879,0.007213,1.800342,6.051716,0.166667,0.408333,0.1655,0.173879,0.007213,1.800342,6.051716,0.166667,0.408333,0.1655,0.173879,0.007213
tiny_text_fact_qa,317,alibi,alibi,20,0.03,full_batch_adam,12,6,12,1.802356,0.382202,1.800469,6.052484,0.166667,0.408333,0.16548,0.173835,0.007168,1.800468,6.052477,0.166667,0.408333,0.165481,0.173835,0.007169,1.800468,6.052478,0.166667,0.408333,0.165481,0.173835,0.007169
tiny_text_fact_qa,317,rope_relative,rope,20,0.03,full_batch_adam,12,6,12,1.802274,-0.43661,1.80041,6.05213,0.166667,0.408333,0.165489,0.173867,0.0072,1.800409,6.052121,0.166667,0.408333,0.16549,0.173867,0.007201,1.800409,6.052123,0.166667,0.408333,0.16549,0.173867,0.007201
tiny_text_fact_qa,317,phasewrap_bias,phasewrap_bias,20,0.03,full_batch_adam,12,6,12,1.802426,-0.052111,1.800525,6.052822,0.166667,0.408333,0.165471,0.173841,0.007174,1.800523,6.052814,0.166667,0.408333,0.165472,0.173841,0.007174,1.800523,6.052815,0.166667,0.408333,0.165472,0.173841,0.007174
