task,seed,method,stage10_method_alias,epochs,learning_rate,optimizer,train_row_count,validation_row_count,test_row_count,final_training_loss,learned_position_scale,train_loss,train_perplexity,train_top1_accuracy,train_mrr,train_mean_target_probability,train_mean_top1_confidence,train_expected_calibration_error,validation_loss,validation_perplexity,validation_top1_accuracy,validation_mrr,validation_mean_target_probability,validation_mean_top1_confidence,validation_expected_calibration_error,test_loss,test_perplexity,test_top1_accuracy,test_mrr,test_mean_target_probability,test_mean_top1_confidence,test_expected_calibration_error
phase_cued_retrieval,313,rope_relative,rope,80,0.03,full_batch_adam,12,6,12,0.369222,2.875187,0.367328,1.443871,0.916667,0.958333,0.738817,0.753663,0.163004,23.275171,12831527044.753458,0.0,0.062975,0.002363,0.87799,0.87799,23.113707,10918309062.01497,0.0,0.044946,0.001584,0.870039,0.870039
phase_cued_retrieval,313,phasewrap_bias,phasewrap_bias,80,0.03,full_batch_adam,12,6,12,0.607457,-0.273131,0.605368,1.831927,0.75,0.85,0.651869,0.703931,0.146516,21.585685,2368883379.342772,0.0,0.063772,0.000421,0.922886,0.922886,22.086081,3907178690.367689,0.0,0.061053,0.000932,0.899623,0.899623
phase_cued_retrieval,313,phasewrap_adapter,phasewrap_adapter,80,0.03,full_batch_adam,12,6,12,0.624473,-0.215966,0.62281,1.864158,0.75,0.85,0.64732,0.700889,0.14854,21.613378,2435402490.416765,0.0,0.064133,0.000418,0.925605,0.925605,22.137254,4112324580.015611,0.0,0.059297,0.000844,0.902602,0.902602
phase_cued_retrieval,317,no_position,no_position,80,0.03,full_batch_adam,12,6,12,0.006977,1.0,0.006,1.006018,1.0,1.0,0.99407,0.99407,0.00593,19.588054,321354172.170836,0.166667,0.228506,0.166667,0.839683,0.673016,22.173458,4263933830.25108,0.0,0.072094,6.1e-05,0.785362,0.785362
phase_cued_retrieval,317,sinusoidal,sinusoidal,80,0.03,full_batch_adam,12,6,12,0.057665,2.030814,0.057411,1.059091,1.0,1.0,0.948193,0.948193,0.051807,19.330181,248308120.804609,0.0,0.142541,0.025302,0.669875,0.669875,21.639945,2500970449.064245,0.0,0.107288,0.000105,0.855835,0.855835
phase_cued_retrieval,317,alibi,alibi,80,0.03,full_batch_adam,12,6,12,0.03468,1.596291,0.01983,1.020028,1.0,1.0,0.981248,0.981248,0.018752,21.076077,1423061867.649399,0.166667,0.225706,0.164808,0.816187,0.649521,23.590902,17595372355.871307,0.0,0.068087,6e-06,0.695386,0.695386
phase_cued_retrieval,317,rope_relative,rope,80,0.03,full_batch_adam,12,6,12,0.186226,2.220708,0.185895,1.204296,1.0,1.0,0.864306,0.864306,0.135694,21.701718,2660334904.26349,0.0,0.093947,0.001572,0.678925,0.678925,22.961545,9377183406.87998,0.0,0.068433,6.9e-05,0.796968,0.796968
phase_cued_retrieval,317,phasewrap_bias,phasewrap_bias,80,0.03,full_batch_adam,12,6,12,0.007452,0.092167,0.00638,1.0064,1.0,1.0,0.993711,0.993711,0.006289,19.949404,461228320.474151,0.166667,0.234265,0.166667,0.856366,0.689699,22.805159,8019634336.47736,0.0,0.073382,4e-06,0.831464,0.831464
phase_cued_retrieval,317,phasewrap_adapter,phasewrap_adapter,80,0.03,full_batch_adam,12,6,12,0.003911,0.245179,0.003364,1.00337,1.0,1.0,0.996659,0.996659,0.003341,21.585638,2368773834.692506,0.166667,0.219662,0.166667,0.739014,0.572347,25.419206,109501661223.20729,0.0,0.07456,0.0,0.836167,0.836167
phase_cued_retrieval,331,no_position,no_position,80,0.03,full_batch_adam,12,6,12,0.000246,1.0,0.000235,1.000235,1.0,1.0,0.999766,0.999766,0.000234,25.016731,73219779498.57788,0.0,0.068558,1e-06,0.855396,0.855396,24.478102,42727216180.13994,0.0,0.068269,4e-06,0.927669,0.927669
phase_cued_retrieval,331,sinusoidal,sinusoidal,80,0.03,full_batch_adam,12,6,12,0.00024,1.874426,0.000235,1.000235,1.0,1.0,0.999766,0.999766,0.000234,23.602826,17806448186.98392,0.0,0.101265,9e-06,0.999476,0.999476,19.860852,422141706.408125,0.083333,0.144636,0.079854,0.884994,0.80166
phase_cued_retrieval,331,alibi,alibi,80,0.03,full_batch_adam,12,6,12,8.9e-05,1.175302,8.7e-05,1.000087,1.0,1.0,0.999913,0.999913,8.7e-05,25.09216,78956269221.51523,0.0,0.064409,0.0,0.980161,0.980161,24.788777,58294672400.276245,0.0,0.097488,0.006257,0.922328,0.922328
phase_cued_retrieval,331,rope_relative,rope,80,0.03,full_batch_adam,12,6,12,0.000531,2.116187,0.00048,1.00048,1.0,1.0,0.999521,0.999521,0.000479,26.108499,218160889838.16336,0.0,0.069071,0.0,0.881603,0.881603,23.68583,19347519519.23418,0.083333,0.119814,0.082896,0.953351,0.870017
phase_cued_retrieval,331,phasewrap_bias,phasewrap_bias,80,0.03,full_batch_adam,12,6,12,0.002956,0.094592,0.002648,1.002652,1.0,1.0,0.997363,0.997363,0.002637,24.680099,52291452500.82051,0.0,0.057906,8e-06,0.839067,0.839067,20.574717,861957722.566636,0.083333,0.16374,0.08307,0.902598,0.819264
phase_cued_retrieval,331,phasewrap_adapter,phasewrap_adapter,80,0.03,full_batch_adam,12,6,12,0.000207,0.081702,0.0002,1.0002,1.0,1.0,0.999801,0.999801,0.000199,25.774276,156180202925.99216,0.0,0.055856,0.0,0.881769,0.881769,20.944154,1247184547.362289,0.083333,0.165655,0.083959,0.907361,0.824027
exact_offset_passkey,307,no_position,no_position,80,0.03,full_batch_adam,12,6,12,8.1e-05,1.0,7.7e-05,1.000077,1.0,1.0,0.999923,0.999923,7.7e-05,27.631021,999999999999.999,0.0,0.074639,0.0,0.777486,0.777486,23.062526,10373562523.3179,0.166667,0.205818,0.134119,0.724686,0.623115
exact_offset_passkey,307,sinusoidal,sinusoidal,80,0.03,full_batch_adam,12,6,12,2.8e-05,1.796224,2.7e-05,1.000027,1.0,1.0,0.999973,0.999973,2.7e-05,26.545581,337753069385.93207,0.0,0.064939,0.0,0.843152,0.843152,22.816532,8111366187.551445,0.0,0.100302,0.002486,0.734438,0.734438
exact_offset_passkey,307,alibi,alibi,80,0.03,full_batch_adam,12,6,12,1.9e-05,0.769564,1.9e-05,1.000019,1.0,1.0,0.999981,0.999981,1.9e-05,27.631021,999999999999.999,0.0,0.078148,0.0,0.711348,0.711348,21.57695,2348281722.638219,0.083333,0.159069,0.074161,0.719393,0.636059
exact_offset_passkey,307,rope_relative,rope,80,0.03,full_batch_adam,12,6,12,1.3e-05,1.835541,1.3e-05,1.000013,1.0,1.0,0.999987,0.999987,1.3e-05,23.987424,26158069583.90102,0.0,0.086161,2.7e-05,0.68392,0.68392,18.994798,177556295.27502,0.166667,0.235563,0.108925,0.767521,0.600854
exact_offset_passkey,307,phasewrap_bias,phasewrap_bias,80,0.03,full_batch_adam,12,6,12,3.9e-05,0.342691,3.8e-05,1.000038,1.0,1.0,0.999962,0.999962,3.8e-05,27.631021,999999999999.999,0.0,0.047747,0.0,0.955251,0.955251,21.275723,1737517656.956723,0.083333,0.184698,0.073028,0.761737,0.678404
exact_offset_passkey,307,phasewrap_adapter,phasewrap_adapter,80,0.03,full_batch_adam,12,6,12,1.3e-05,0.353455,1.2e-05,1.000012,1.0,1.0,0.999988,0.999988,1.2e-05,27.631021,999999999999.999,0.0,0.049659,0.0,0.925985,0.925985,21.544289,2272825009.121867,0.0,0.149884,0.027574,0.849064,0.849064
exact_offset_passkey,311,no_position,no_position,80,0.03,full_batch_adam,12,6,12,0.067651,1.0,0.067596,1.069933,1.0,1.0,0.944434,0.944434,0.055566,26.411324,295319517205.1782,0.0,0.059808,0.0,0.959859,0.959859,26.252461,251941019247.36377,0.0,0.094058,1e-06,0.934398,0.934398
exact_offset_passkey,311,sinusoidal,sinusoidal,80,0.03,full_batch_adam,12,6,12,0.016504,1.85774,0.016477,1.016614,1.0,1.0,0.984311,0.984311,0.015689,27.631021,999999999999.999,0.0,0.09408,0.0,0.960064,0.960064,25.31238,98407171024.20383,0.0,0.121709,8e-06,0.913493,0.913493
exact_offset_passkey,311,alibi,alibi,80,0.03,full_batch_adam,12,6,12,0.056476,1.141507,0.056348,1.057966,1.0,1.0,0.952187,0.952187,0.047813,24.88533,64203940032.183266,0.0,0.055436,2e-06,0.846975,0.846975,25.826822,164606297840.85373,0.0,0.088936,0.000211,0.762654,0.762654
exact_offset_passkey,311,rope_relative,rope,80,0.03,full_batch_adam,12,6,12,0.050896,1.91655,0.05084,1.052154,1.0,1.0,0.956182,0.956182,0.043818,24.972214,70031701788.4889,0.0,0.068857,1e-06,0.939357,0.939357,26.132578,223477910250.56613,0.0,0.100831,5e-06,0.912658,0.912658
exact_offset_passkey,311,phasewrap_bias,phasewrap_bias,80,0.03,full_batch_adam,12,6,12,0.051589,0.396372,0.051553,1.052905,1.0,1.0,0.955671,0.955671,0.044329,25.346019,101773865791.83444,0.0,0.06436,0.0,0.919814,0.919814,26.041264,203975114166.6147,0.0,0.104929,1.6e-05,0.94994,0.94994
exact_offset_passkey,311,phasewrap_adapter,phasewrap_adapter,80,0.03,full_batch_adam,12,6,12,0.051722,0.385749,0.051573,1.052926,1.0,1.0,0.955638,0.955638,0.044362,23.554712,16969979326.814377,0.0,0.068662,0.006978,0.931488,0.931488,26.523054,330229737564.1595,0.0,0.110684,0.0,0.962838,0.962838
exact_offset_passkey,313,no_position,no_position,80,0.03,full_batch_adam,12,6,12,0.000684,1.0,0.000583,1.000583,1.0,1.0,0.999417,0.999417,0.000583,27.631021,999999999999.999,0.0,0.043173,0.0,0.90602,0.90602,23.904893,24085922139.115,0.083333,0.151481,0.083263,0.915978,0.832645
exact_offset_passkey,313,sinusoidal,sinusoidal,80,0.03,full_batch_adam,12,6,12,0.000186,1.81132,0.000181,1.000181,1.0,1.0,0.999819,0.999819,0.000181,27.631021,999999999999.999,0.0,0.047451,0.0,0.867513,0.867513,23.72227,20065541059.03185,0.083333,0.164243,0.083205,0.926586,0.843252
exact_offset_passkey,313,alibi,alibi,80,0.03,full_batch_adam,12,6,12,0.04027,2.284796,0.03929,1.040072,1.0,1.0,0.964878,0.964878,0.035122,27.631021,999999999999.999,0.0,0.045285,0.0,0.883773,0.883773,23.857266,22965670155.16507,0.083333,0.147232,0.081775,0.96188,0.878547
exact_offset_passkey,313,rope_relative,rope,80,0.03,full_batch_adam,12,6,12,0.000631,1.947255,0.000603,1.000603,1.0,1.0,0.999398,0.999398,0.000602,27.631021,999999999999.999,0.0,0.043687,0.0,0.950964,0.950964,23.675514,19148959539.498814,0.083333,0.162526,0.083272,0.873358,0.790025
exact_offset_passkey,313,phasewrap_bias,phasewrap_bias,80,0.03,full_batch_adam,12,6,12,0.040083,0.084137,0.032586,1.033123,1.0,1.0,0.970539,0.970539,0.029461,25.793026,159136234895.22824,0.0,0.066998,0.0,0.876092,0.876092,20.279464,641592441.132832,0.083333,0.129507,0.074651,0.941862,0.875896
exact_offset_passkey,313,phasewrap_adapter,phasewrap_adapter,80,0.03,full_batch_adam,12,6,12,0.000781,0.15498,0.000813,1.000813,1.0,1.0,0.999188,0.999188,0.000812,23.677234,19181915672.67813,0.0,0.047899,0.0,0.915273,0.915273,17.848073,56405277.319027,0.083333,0.128397,0.065118,0.843173,0.759839
exact_offset_passkey,317,no_position,no_position,80,0.03,full_batch_adam,12,6,12,0.216872,1.0,0.216859,1.242169,0.833333,0.902778,0.8613,0.889506,0.056237,14.171466,1427543.987135,0.166667,0.224294,0.084992,0.555897,0.560145,18.051698,69143718.870212,0.0,0.089547,0.001984,0.669085,0.669085
exact_offset_passkey,317,sinusoidal,sinusoidal,80,0.03,full_batch_adam,12,6,12,0.055777,1.957968,0.055478,1.057046,1.0,1.0,0.956483,0.956483,0.043517,22.11277,4012860424.104201,0.166667,0.208526,0.103595,0.632977,0.592453,20.587754,873268735.904887,0.0,0.137186,0.009581,0.657597,0.657597
exact_offset_passkey,317,alibi,alibi,80,0.03,full_batch_adam,12,6,12,0.175273,1.738834,0.174892,1.191118,0.833333,0.916667,0.88276,0.904779,0.101525,18.921399,164990518.129294,0.0,0.165923,0.094447,0.468903,0.468903,24.953317,68720770233.71817,0.0,0.068667,1e-06,0.756159,0.756159
exact_offset_passkey,317,rope_relative,rope,80,0.03,full_batch_adam,12,6,12,0.029969,2.170968,0.025805,1.026141,1.0,1.0,0.975945,0.975945,0.024055,18.031094,67733668.191381,0.166667,0.213865,0.079278,0.553702,0.561943,21.633065,2483822415.563889,0.0,0.073379,0.001451,0.666722,0.666722
exact_offset_passkey,317,phasewrap_bias,phasewrap_bias,80,0.03,full_batch_adam,12,6,12,0.356235,-0.064957,0.35511,1.426338,0.75,0.875,0.766322,0.819033,0.174951,21.632787,2483133515.586116,0.0,0.128327,0.053189,0.630947,0.630947,21.587771,2373830030.476281,0.0,0.088201,0.022634,0.658596,0.658596
exact_offset_passkey,317,phasewrap_adapter,phasewrap_adapter,80,0.03,full_batch_adam,12,6,12,0.359896,-0.041352,0.358865,1.431703,0.75,0.875,0.765181,0.819493,0.177775,21.521803,2222288442.729254,0.0,0.129162,0.058286,0.62607,0.62607,21.290281,1762997153.524841,0.0,0.102735,0.025649,0.656522,0.656522
exact_offset_passkey,331,no_position,no_position,80,0.03,full_batch_adam,12,6,12,2.6e-05,1.0,2.6e-05,1.000026,1.0,1.0,0.999974,0.999974,2.6e-05,23.16251,11464367690.425964,0.0,0.097334,1e-06,0.902548,0.902548,24.255352,34195243539.298595,0.0,0.067532,3e-06,0.838547,0.838547
exact_offset_passkey,331,sinusoidal,sinusoidal,80,0.03,full_batch_adam,12,6,12,0.000173,1.912822,0.000156,1.000156,1.0,1.0,0.999844,0.999844,0.000156,24.334729,37020165586.80853,0.0,0.136111,0.0,0.980526,0.980526,26.969829,516235642481.9615,0.0,0.040948,0.0,0.874563,0.874563
exact_offset_passkey,331,alibi,alibi,80,0.03,full_batch_adam,12,6,12,5.5e-05,0.386553,5.3e-05,1.000053,1.0,1.0,0.999947,0.999947,5.3e-05,22.131798,4089946450.56679,0.0,0.107821,4e-06,0.876528,0.876528,25.697365,144618541309.8572,0.0,0.049923,0.0,0.922349,0.922349
exact_offset_passkey,331,rope_relative,rope,80,0.03,full_batch_adam,12,6,12,0.000568,1.966204,0.000533,1.000533,1.0,1.0,0.999468,0.999468,0.000532,20.764682,1042285653.614343,0.0,0.130941,0.001741,0.917582,0.917582,25.540296,123597438690.35373,0.0,0.059599,0.0,0.90147,0.90147
exact_offset_passkey,331,phasewrap_bias,phasewrap_bias,80,0.03,full_batch_adam,12,6,12,0.000191,0.297644,0.000186,1.000186,1.0,1.0,0.999814,0.999814,0.000186,16.641544,16878386.934453,0.0,0.063633,4.4e-05,0.804609,0.804609,22.085686,3905634791.422775,0.0,0.038075,6.8e-05,0.784157,0.784157
exact_offset_passkey,331,phasewrap_adapter,phasewrap_adapter,80,0.03,full_batch_adam,12,6,12,0.000214,0.327129,0.000209,1.000209,1.0,1.0,0.999791,0.999791,0.000209,14.821674,2735086.812568,0.0,0.068528,2.3e-05,0.76542,0.76542,21.760474,2821328263.520603,0.0,0.045333,0.000148,0.815213,0.815213
tiny_text_fact_qa,307,no_position,no_position,80,0.03,full_batch_adam,12,6,12,0.167068,1.0,0.16706,1.181825,0.916667,0.958333,0.88027,0.885718,0.11973,5.955306,385.795105,0.666667,0.805556,0.61585,0.892156,0.225489,6.727943,835.426607,0.583333,0.729167,0.530555,0.88431,0.378862
tiny_text_fact_qa,307,sinusoidal,sinusoidal,80,0.03,full_batch_adam,12,6,12,0.040578,1.838168,0.040404,1.041231,1.0,1.0,0.962734,0.962734,0.037266,5.484266,240.872024,0.666667,0.805556,0.647077,0.922724,0.295238,5.893017,362.497268,0.666667,0.784722,0.615791,0.918362,0.282294
tiny_text_fact_qa,307,alibi,alibi,80,0.03,full_batch_adam,12,6,12,0.146436,1.310637,0.146075,1.157283,0.916667,0.958333,0.89201,0.89361,0.10799,5.604102,271.53792,0.666667,0.805556,0.646216,0.948623,0.281957,6.764127,866.209903,0.5,0.6875,0.525716,0.916939,0.416939
tiny_text_fact_qa,307,rope_relative,rope,80,0.03,full_batch_adam,12,6,12,0.112977,2.021148,0.112788,1.119394,1.0,1.0,0.909953,0.909953,0.090047,5.815447,335.441176,0.666667,0.805556,0.629604,0.905975,0.313434,6.369948,584.027617,0.583333,0.743056,0.581328,0.900078,0.386525
tiny_text_fact_qa,307,phasewrap_bias,phasewrap_bias,80,0.03,full_batch_adam,12,6,12,0.158657,0.395906,0.158659,1.171938,0.916667,0.958333,0.883854,0.890515,0.033685,5.433116,228.861377,0.666667,0.777778,0.625839,0.888362,0.303354,6.541032,693.001124,0.5,0.6875,0.505734,0.895966,0.467634
tiny_text_fact_qa,307,phasewrap_adapter,phasewrap_adapter,80,0.03,full_batch_adam,12,6,12,0.154946,0.419479,0.154928,1.167573,0.916667,0.958333,0.885728,0.890706,0.033367,5.437494,229.865523,0.666667,0.777778,0.626071,0.890678,0.305207,6.522706,680.417102,0.5,0.6875,0.507044,0.896902,0.466188
tiny_text_fact_qa,311,no_position,no_position,80,0.03,full_batch_adam,12,6,12,0.115525,1.0,0.115555,1.122496,0.916667,0.958333,0.916667,0.918254,0.001587,12.302073,220151.815494,0.333333,0.616667,0.333559,0.999549,0.666216,6.972315,1066.689345,0.666667,0.768849,0.645011,0.949854,0.326056
tiny_text_fact_qa,311,sinusoidal,sinusoidal,80,0.03,full_batch_adam,12,6,12,0.035087,1.792748,0.034993,1.035612,1.0,1.0,0.968438,0.968438,0.031562,9.821837,18431.874337,0.333333,0.638889,0.35662,0.974863,0.641529,5.658775,286.797123,0.666667,0.805556,0.657902,0.966515,0.299848
tiny_text_fact_qa,311,alibi,alibi,80,0.03,full_batch_adam,12,6,12,0.116837,0.261084,0.116751,1.123839,0.916667,0.958333,0.916087,0.918927,0.00226,12.25396,209810.592188,0.333333,0.616667,0.33351,0.99967,0.666337,6.848235,942.216618,0.666667,0.768849,0.645232,0.94772,0.32359
tiny_text_fact_qa,311,rope_relative,rope,80,0.03,full_batch_adam,12,6,12,0.091608,1.874881,0.091546,1.095867,1.0,1.0,0.929562,0.929562,0.070438,11.362173,86006.034883,0.333333,0.616667,0.334891,0.997572,0.664239,6.553576,701.748939,0.666667,0.768849,0.647639,0.959885,0.293218
tiny_text_fact_qa,311,phasewrap_bias,phasewrap_bias,80,0.03,full_batch_adam,12,6,12,0.125207,0.321056,0.125147,1.133316,0.833333,0.916667,0.911992,0.921341,0.088008,11.741047,125623.86084,0.333333,0.638889,0.33352,0.999534,0.666201,6.704434,816.016016,0.666667,0.791667,0.644108,0.951415,0.329552
tiny_text_fact_qa,311,phasewrap_adapter,phasewrap_adapter,80,0.03,full_batch_adam,12,6,12,0.124709,0.324953,0.124675,1.132781,0.833333,0.916667,0.912222,0.92111,0.087778,11.727776,123967.6938,0.333333,0.638889,0.33352,0.999544,0.666211,6.69309,806.811763,0.666667,0.805556,0.644233,0.952234,0.330131
tiny_text_fact_qa,313,no_position,no_position,80,0.03,full_batch_adam,12,6,12,0.43751,1.0,0.437417,1.548701,0.833333,0.916667,0.71347,0.757231,0.228152,1.118804,3.06119,0.666667,0.805556,0.584241,0.766259,0.345559,1.649649,5.20515,0.5,0.722222,0.454717,0.727037,0.479718
tiny_text_fact_qa,313,sinusoidal,sinusoidal,80,0.03,full_batch_adam,12,6,12,0.111398,2.122065,0.110692,1.117051,1.0,1.0,0.902309,0.902309,0.097691,0.508522,1.662832,0.833333,0.916667,0.760248,0.89589,0.136715,0.683205,1.980214,0.75,0.875,0.663124,0.845135,0.210875
tiny_text_fact_qa,313,alibi,alibi,80,0.03,full_batch_adam,12,6,12,0.40612,1.32159,0.405881,1.500623,0.75,0.875,0.727065,0.752391,0.130529,1.595109,4.928865,0.5,0.694444,0.52115,0.779792,0.279792,1.871633,6.498902,0.583333,0.756944,0.48174,0.759269,0.398738
tiny_text_fact_qa,313,rope_relative,rope,80,0.03,full_batch_adam,12,6,12,0.274443,2.492896,0.273726,1.314855,0.916667,0.958333,0.792114,0.794779,0.121887,0.687682,1.989099,0.833333,0.916667,0.660208,0.800424,0.307274,0.952353,2.5918,0.75,0.875,0.556435,0.7644,0.419898
tiny_text_fact_qa,313,phasewrap_bias,phasewrap_bias,80,0.03,full_batch_adam,12,6,12,0.412367,-0.163282,0.411117,1.508501,0.833333,0.916667,0.724678,0.757282,0.220466,1.3278,3.772734,0.5,0.722222,0.58582,0.769147,0.354854,1.90759,6.736836,0.5,0.722222,0.457298,0.722456,0.375105
tiny_text_fact_qa,313,phasewrap_adapter,phasewrap_adapter,80,0.03,full_batch_adam,12,6,12,0.419253,-0.13334,0.41816,1.519164,0.833333,0.916667,0.721855,0.756576,0.223344,1.344201,3.835123,0.5,0.722222,0.586381,0.770803,0.353994,1.937122,6.938755,0.5,0.722222,0.456176,0.723547,0.377212
tiny_text_fact_qa,317,no_position,no_position,80,0.03,full_batch_adam,12,6,12,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,9.947902,20908.308607,0.5,0.7,0.500001,0.999998,0.499998,10.175851,26261.287704,0.416667,0.636111,0.408179,0.912707,0.541676
tiny_text_fact_qa,317,sinusoidal,sinusoidal,80,0.03,full_batch_adam,12,6,12,0.0,1.643802,0.0,1.0,1.0,1.0,1.0,1.0,0.0,8.42449,4557.318371,0.5,0.722222,0.500014,0.999984,0.499984,9.218704,10083.986475,0.5,0.736111,0.47368,0.964106,0.526317
tiny_text_fact_qa,317,alibi,alibi,80,0.03,full_batch_adam,12,6,12,0.0,0.385071,0.0,1.0,1.0,1.0,1.0,1.0,0.0,10.051445,23189.260003,0.5,0.7,0.5,0.999999,0.499999,10.150087,25593.319564,0.333333,0.608333,0.373516,0.90945,0.576117
tiny_text_fact_qa,317,rope_relative,rope,80,0.03,full_batch_adam,12,6,12,0.0,1.67424,0.0,1.0,1.0,1.0,1.0,1.0,0.0,9.465398,12905.355128,0.5,0.7,0.500007,0.999991,0.499991,9.902129,19972.845775,0.416667,0.652778,0.43503,0.922831,0.506165
tiny_text_fact_qa,317,phasewrap_bias,phasewrap_bias,80,0.03,full_batch_adam,12,6,12,0.0,0.316346,0.0,1.0,1.0,1.0,1.0,1.0,0.0,11.245457,76531.481702,0.5,0.7,0.5,1.0,0.5,11.597477,108822.85673,0.333333,0.608333,0.333416,0.944162,0.610828
