task,seed,method,stage10_method_alias,train_row_count,validation_row_count,test_row_count,selected_position_scale,selected_cue_scale,selected_distance_scale,validation_selection_metrics,train_loss,train_perplexity,train_top1_accuracy,train_mrr,train_mean_target_probability,train_mean_top1_confidence,train_expected_calibration_error,validation_loss,validation_perplexity,validation_top1_accuracy,validation_mrr,validation_mean_target_probability,validation_mean_top1_confidence,validation_expected_calibration_error,test_loss,test_perplexity,test_top1_accuracy,test_mrr,test_mean_target_probability,test_mean_top1_confidence,test_expected_calibration_error
phase_cued_retrieval,331,phasewrap_adapter,phasewrap_adapter,4,2,4,0.0,0.0,2.0,"{'row_count': 2.0, 'loss': 2.855945, 'perplexity': 17.390857, 'top1_accuracy': 0.5, 'mrr': 0.55, 'mean_target_probability': 0.062278, 'mean_top1_confidence': 0.074244, 'expected_calibration_error': 0.425756}",2.948741,19.081912,0.0,0.159112,0.054313,0.13231,0.13231,2.855945,17.390857,0.5,0.55,0.062278,0.074244,0.425756,3.103226,22.269679,0.25,0.3375,0.052685,0.077002,0.271479
exact_offset_passkey,307,no_position,no_position,4,2,4,0.0,2.0,-1.0,"{'row_count': 2.0, 'loss': 2.863946, 'perplexity': 17.530561, 'top1_accuracy': 0.0, 'mrr': 0.5, 'mean_target_probability': 0.057044, 'mean_top1_confidence': 0.635285, 'expected_calibration_error': 0.635285}",0.998912,2.715325,0.75,0.875,0.529979,0.690885,0.409204,2.863946,17.530561,0.0,0.5,0.057044,0.635285,0.635285,2.40879,11.1205,0.25,0.479167,0.182547,0.451878,0.201878
exact_offset_passkey,307,sinusoidal,sinusoidal,4,2,4,12.0,2.0,2.0,"{'row_count': 2.0, 'loss': 0.017847, 'perplexity': 1.018007, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.982312, 'mean_top1_confidence': 0.982312, 'expected_calibration_error': 0.017688}",0.003365,1.003371,1.0,1.0,0.99665,0.99665,0.00335,0.017847,1.018007,1.0,1.0,0.982312,0.982312,0.017688,0.53068,1.700087,0.75,0.875,0.614018,0.691026,0.211846
exact_offset_passkey,307,alibi,alibi,4,2,4,0.5,2.0,0.0,"{'row_count': 2.0, 'loss': 2.749785, 'perplexity': 15.639274, 'top1_accuracy': 0.0, 'mrr': 0.5, 'mean_target_probability': 0.063942, 'mean_top1_confidence': 0.580042, 'expected_calibration_error': 0.580042}",0.95586,2.600907,0.75,0.875,0.53027,0.676601,0.073666,2.749785,15.639274,0.0,0.5,0.063942,0.580042,0.580042,2.260905,9.591763,0.25,0.479167,0.179722,0.412221,0.162221
exact_offset_passkey,307,rope_relative,rope,4,2,4,12.0,4.0,4.0,"{'row_count': 2.0, 'loss': 0.087568, 'perplexity': 1.091516, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.916157, 'mean_top1_confidence': 0.916157, 'expected_calibration_error': 0.083843}",0.016495,1.016632,1.0,1.0,0.983986,0.983986,0.016014,0.087568,1.091516,1.0,1.0,0.916157,0.916157,0.083843,0.039794,1.040597,1.0,1.0,0.961251,0.961251,0.038749
exact_offset_passkey,307,phasewrap_bias,phasewrap_bias,4,2,4,0.5,2.0,0.0,"{'row_count': 2.0, 'loss': 2.714623, 'perplexity': 15.098922, 'top1_accuracy': 0.0, 'mrr': 0.5, 'mean_target_probability': 0.06623, 'mean_top1_confidence': 0.392863, 'expected_calibration_error': 0.392863}",1.03797,2.823479,0.75,0.875,0.457427,0.55613,0.431304,2.714623,15.098922,0.0,0.5,0.06623,0.392863,0.392863,2.266057,9.641314,0.5,0.75,0.151917,0.290048,0.551007
exact_offset_passkey,307,phasewrap_adapter,phasewrap_adapter,4,2,4,0.5,2.0,0.0,"{'row_count': 2.0, 'loss': 2.676733, 'perplexity': 14.537527, 'top1_accuracy': 0.0, 'mrr': 0.5, 'mean_target_probability': 0.068788, 'mean_top1_confidence': 0.387637, 'expected_calibration_error': 0.387637}",1.014813,2.758848,0.75,0.875,0.465416,0.560673,0.421609,2.676733,14.537527,0.0,0.5,0.068788,0.387637,0.387637,2.222662,9.231878,0.5,0.75,0.15743,0.28812,0.541583
exact_offset_passkey,311,no_position,no_position,4,2,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.570782, 'perplexity': 1.76965, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.589473, 'mean_top1_confidence': 0.589473, 'expected_calibration_error': 0.410527}",0.914324,2.495088,0.25,0.625,0.480601,0.663686,0.447618,0.570782,1.76965,1.0,1.0,0.589473,0.589473,0.410527,0.708793,2.031539,1.0,1.0,0.498367,0.498367,0.501633
exact_offset_passkey,311,sinusoidal,sinusoidal,4,2,4,12.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.039475, 'perplexity': 1.040265, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.96189, 'mean_top1_confidence': 0.96189, 'expected_calibration_error': 0.03811}",0.004369,1.004379,1.0,1.0,0.99565,0.99565,0.00435,0.039475,1.040265,1.0,1.0,0.96189,0.96189,0.03811,0.062299,1.064281,1.0,1.0,0.943022,0.943022,0.056978
exact_offset_passkey,311,alibi,alibi,4,2,4,2.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.424052, 'perplexity': 1.528142, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.655089, 'mean_top1_confidence': 0.655089, 'expected_calibration_error': 0.344911}",0.417509,1.518174,0.75,0.875,0.685181,0.705911,0.303821,0.424052,1.528142,1.0,1.0,0.655089,0.655089,0.344911,0.859396,2.361735,1.0,1.0,0.424227,0.424227,0.575773
exact_offset_passkey,311,rope_relative,rope,4,2,4,12.0,8.0,8.0,"{'row_count': 2.0, 'loss': 0.01766, 'perplexity': 1.017817, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.982647, 'mean_top1_confidence': 0.982647, 'expected_calibration_error': 0.017353}",7.7e-05,1.000077,1.0,1.0,0.999923,0.999923,7.7e-05,0.01766,1.017817,1.0,1.0,0.982647,0.982647,0.017353,0.027841,1.028232,1.0,1.0,0.973447,0.973447,0.026553
exact_offset_passkey,311,phasewrap_bias,phasewrap_bias,4,2,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.570782, 'perplexity': 1.76965, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.589473, 'mean_top1_confidence': 0.589473, 'expected_calibration_error': 0.410527}",0.914324,2.495088,0.25,0.625,0.480601,0.663686,0.447618,0.570782,1.76965,1.0,1.0,0.589473,0.589473,0.410527,0.708793,2.031539,1.0,1.0,0.498367,0.498367,0.501633
exact_offset_passkey,311,phasewrap_adapter,phasewrap_adapter,4,2,4,0.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.570782, 'perplexity': 1.76965, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.589473, 'mean_top1_confidence': 0.589473, 'expected_calibration_error': 0.410527}",0.914324,2.495088,0.25,0.625,0.480601,0.663686,0.447618,0.570782,1.76965,1.0,1.0,0.589473,0.589473,0.410527,0.708793,2.031539,1.0,1.0,0.498367,0.498367,0.501633
exact_offset_passkey,313,no_position,no_position,4,2,4,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",4.032258,56.388099,0.75,0.875,0.75,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,14.88551,2915379.227662,0.0,0.458333,0.0,0.999999,0.999999
exact_offset_passkey,313,sinusoidal,sinusoidal,4,2,4,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",4.032258,56.388099,0.75,0.875,0.75,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,14.88551,2915379.227662,0.0,0.458333,0.0,0.999999,0.999999
exact_offset_passkey,313,alibi,alibi,4,2,4,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",4.032258,56.388099,0.75,0.875,0.75,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,14.88551,2915379.227662,0.0,0.458333,0.0,0.999999,0.999999
exact_offset_passkey,313,rope_relative,rope,4,2,4,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",4.032258,56.388099,0.75,0.875,0.75,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,14.88551,2915379.227662,0.0,0.458333,0.0,0.999999,0.999999
exact_offset_passkey,313,phasewrap_bias,phasewrap_bias,4,2,4,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",4.032258,56.388099,0.75,0.875,0.75,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,14.88551,2915379.227662,0.0,0.458333,0.0,0.999999,0.999999
exact_offset_passkey,313,phasewrap_adapter,phasewrap_adapter,4,2,4,0.0,12.0,-8.0,"{'row_count': 2.0, 'loss': 0.0, 'perplexity': 1.0, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 1.0, 'mean_top1_confidence': 1.0, 'expected_calibration_error': 0.0}",4.032258,56.388099,0.75,0.875,0.75,1.0,0.25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,14.88551,2915379.227662,0.0,0.458333,0.0,0.999999,0.999999
exact_offset_passkey,317,no_position,no_position,4,2,4,0.0,12.0,8.0,"{'row_count': 2.0, 'loss': 4.359138, 'perplexity': 78.189711, 'top1_accuracy': 0.5, 'mrr': 0.75, 'mean_target_probability': 0.5, 'mean_top1_confidence': 0.999836, 'expected_calibration_error': 0.499836}",0.000191,1.000191,1.0,1.0,0.999809,0.999809,0.000191,4.359138,78.189711,0.5,0.75,0.5,0.999836,0.499836,6.45183,633.861165,0.25,0.520833,0.249611,0.997681,0.747681
exact_offset_passkey,317,sinusoidal,sinusoidal,4,2,4,12.0,4.0,8.0,"{'row_count': 2.0, 'loss': 0.004955, 'perplexity': 1.004967, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.995058, 'mean_top1_confidence': 0.995058, 'expected_calibration_error': 0.004942}",0.001421,1.001422,1.0,1.0,0.998581,0.998581,0.001419,0.004955,1.004967,1.0,1.0,0.995058,0.995058,0.004942,1.268893,3.556912,0.5,0.75,0.564965,0.814079,0.409573
exact_offset_passkey,317,alibi,alibi,4,2,4,0.0,12.0,8.0,"{'row_count': 2.0, 'loss': 4.359138, 'perplexity': 78.189711, 'top1_accuracy': 0.5, 'mrr': 0.75, 'mean_target_probability': 0.5, 'mean_top1_confidence': 0.999836, 'expected_calibration_error': 0.499836}",0.000191,1.000191,1.0,1.0,0.999809,0.999809,0.000191,4.359138,78.189711,0.5,0.75,0.5,0.999836,0.499836,6.45183,633.861165,0.25,0.520833,0.249611,0.997681,0.747681
exact_offset_passkey,317,rope_relative,rope,4,2,4,12.0,4.0,4.0,"{'row_count': 2.0, 'loss': 0.034746, 'perplexity': 1.035357, 'top1_accuracy': 1.0, 'mrr': 1.0, 'mean_target_probability': 0.966387, 'mean_top1_confidence': 0.966387, 'expected_calibration_error': 0.033613}",0.001191,1.001191,1.0,1.0,0.99881,0.99881,0.00119,0.034746,1.035357,1.0,1.0,0.966387,0.966387,0.033613,0.081527,1.084943,1.0,1.0,0.923219,0.923219,0.076781
